lims_pedon_id,user_pedon_id,latitude,longitude,LRR,MLRA,MLRA_ID,MLRA_NAME,LRR_NAME,LRR_MLRA_source,spatial_match_status
37870,S2015GA007008,31.20227,-84.4647,P,133A,183.0,Southern Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37871,S2015GA007009,31.19824,-84.4674,P,133A,183.0,Southern Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37872,S2015GA007010,31.19632,-84.462,P,133A,183.0,Southern Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37873,S2015GA007011,31.19627,-84.4643,P,133A,183.0,Southern Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37874,S2015GA007012,31.19437,-84.4603,P,133A,183.0,Southern Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37875,S2015GA007014,31.1945944446,-84.4522666666,P,133A,183.0,Southern Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37876,S2015GA007015,31.1873638889,-84.4560000001,P,133A,183.0,Southern Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37877,S2015GA007016,31.1949833329,-84.4510833333,P,133A,183.0,Southern Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37878,S2015GA007017,31.194863,-84.457,P,133A,183.0,Southern Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37879,S2015GA007019,31.1904833332,-84.4542777776,P,133A,183.0,Southern Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37880,S2015GA007021,31.19195,-84.4562,P,133A,183.0,Southern Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37881,S2015GA007022,31.1834749999,-84.4707527777,P,133A,183.0,Southern Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37882,S2015GA007024,31.1755555555,-84.46925,P,133A,183.0,Southern Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37883,S2015GA007025,31.1825555557,-84.4782222217,P,133A,183.0,Southern Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37884,S2015GA007026,31.1867333332,-84.464605556,P,133A,183.0,Southern Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37885,S2015GA007027,31.1850277777,-84.4762777773,P,133A,183.0,Southern Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37886,S2015GA007028,31.1782777775,-84.4701666667,P,133A,183.0,Southern Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
37887,S2015GA007029,31.18668,-84.4645,P,133A,183.0,Southern Coastal Plain,"South Atlantic and Gulf Slope Cash Crops, Forest, and Livestock Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39067,S2018HI001004,19.5577777777,-155.2302777777,V,162,225.0,Humid and Very Humid Organic Soils on Lava Flows,Hawaii Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39068,S2018HI001006,19.5781944444,-155.3182777778,V,162,225.0,Humid and Very Humid Organic Soils on Lava Flows,Hawaii Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39069,S2018HI001007,19.5541388887,-155.2288611115,V,162,225.0,Humid and Very Humid Organic Soils on Lava Flows,Hawaii Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39070,S2018HI001010,19.5993888886,-155.3136944442,V,162,225.0,Humid and Very Humid Organic Soils on Lava Flows,Hawaii Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39071,S2018HI001014,19.5875277778,-155.3398611111,V,162,225.0,Humid and Very Humid Organic Soils on Lava Flows,Hawaii Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39072,S2018HI001015,19.5609166664,-155.2497222222,V,162,225.0,Humid and Very Humid Organic Soils on Lava Flows,Hawaii Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39073,S2018HI001031,19.5535000001,-155.3192222221,V,162,225.0,Humid and Very Humid Organic Soils on Lava Flows,Hawaii Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39074,S2018HI001032,19.5505277777,-155.3161944442,V,162,225.0,Humid and Very Humid Organic Soils on Lava Flows,Hawaii Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39075,S2018HI001034,19.5490555551,-155.3123888884,V,162,225.0,Humid and Very Humid Organic Soils on Lava Flows,Hawaii Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39076,S2018HI001036,19.554361111,-155.3233888891,V,162,225.0,Humid and Very Humid Organic Soils on Lava Flows,Hawaii Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39080,S2018KS161002,39.115422,-96.6387001,H,76,91.0,Bluestem Hills,Central Great Plains Winter Wheat and Range Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38674,S2018KS161003,39.2149694442,-96.5990000004,H,76,91.0,Bluestem Hills,Central Great Plains Winter Wheat and Range Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38677,S2018KS161004,39.1241222222,-96.6380611112,H,76,91.0,Bluestem Hills,Central Great Plains Winter Wheat and Range Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38685,S2018KS161005,39.2214388889,-96.5828194448,H,76,91.0,Bluestem Hills,Central Great Plains Winter Wheat and Range Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39081,S2018KS161006,39.1247882,-96.6475661,H,76,91.0,Bluestem Hills,Central Great Plains Winter Wheat and Range Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38673,S2018KS161008,39.2172111111,-96.6010388888,H,76,91.0,Bluestem Hills,Central Great Plains Winter Wheat and Range Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38684,S2018KS161011,39.2229694445,-96.5955694442,H,76,91.0,Bluestem Hills,Central Great Plains Winter Wheat and Range Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38676,S2018KS161013,39.1264833333,-96.6420694446,H,76,91.0,Bluestem Hills,Central Great Plains Winter Wheat and Range Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38679,S2018KS161016,39.1205416666,-96.6385111109,H,76,91.0,Bluestem Hills,Central Great Plains Winter Wheat and Range Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38672,S2018KS161017,39.41203,-96.4874194444,H,76,91.0,Bluestem Hills,Central Great Plains Winter Wheat and Range Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38682,S2018KS161019,39.2131694444,-96.5896388891,H,76,91.0,Bluestem Hills,Central Great Plains Winter Wheat and Range Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38675,S2018KS161020,39.2172305555,-96.6010499999,H,76,91.0,Bluestem Hills,Central Great Plains Winter Wheat and Range Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38671,S2018KS161022,39.2282944446,-96.5917777776,H,76,91.0,Bluestem Hills,Central Great Plains Winter Wheat and Range Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39082,S2018KS161023,39.2163143,-96.5958711,H,76,91.0,Bluestem Hills,Central Great Plains Winter Wheat and Range Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38678,S2018KS161027,39.1236833333,-96.6423499997,H,76,91.0,Bluestem Hills,Central Great Plains Winter Wheat and Range Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39083,S2018KS161030,39.1262982,-96.6452249,H,76,91.0,Bluestem Hills,Central Great Plains Winter Wheat and Range Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38683,S2018KS161035,39.2098999998,-96.5927694447,H,76,91.0,Bluestem Hills,Central Great Plains Winter Wheat and Range Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38681,S2018KS161048,39.1078416665,-96.6128611108,H,76,91.0,Bluestem Hills,Central Great Plains Winter Wheat and Range Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38680,S2018KS161057,39.1083111111,-96.6147805553,H,76,91.0,Bluestem Hills,Central Great Plains Winter Wheat and Range Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38229,S2017PR079001,18.02438,-67.077,Z,273,267.0,Semiarid Coastal Plains,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38230,S2017PR079002,18.03524,-67.07352,Z,273,267.0,Semiarid Coastal Plains,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38231,S2017PR079004,18.01759,-67.08112,Z,273,267.0,Semiarid Coastal Plains,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38232,S2017PR079005,18.02552,-67.08495,Z,273,267.0,Semiarid Coastal Plains,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38233,S2017PR079009,18.03214,-67.06933,Z,273,267.0,Semiarid Coastal Plains,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38234,S2017PR079010,18.02638,-67.08287,Z,273,267.0,Semiarid Coastal Plains,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38235,S2017PR079011,18.01787,-67.08452,Z,273,267.0,Semiarid Coastal Plains,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38236,S2017PR079012,18.0225,-67.08388,Z,273,267.0,Semiarid Coastal Plains,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38237,S2017PR079014,18.02329,-67.08044,Z,273,267.0,Semiarid Coastal Plains,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38238,S2017PR079015,18.03429,-67.06707,Z,273,267.0,Semiarid Coastal Plains,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38239,S2017PR079016,18.03026,-67.07106,Z,273,267.0,Semiarid Coastal Plains,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38240,S2017PR079017,18.01751,-67.07508,Z,273,267.0,Semiarid Coastal Plains,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38241,S2017PR079020,18.03091,-67.0761,Z,273,267.0,Semiarid Coastal Plains,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38242,S2017PR079022,18.02947,-67.07357,Z,273,267.0,Semiarid Coastal Plains,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38243,S2017PR079025,18.03461,-67.0648,Z,273,267.0,Semiarid Coastal Plains,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38244,S2017PR079027,18.03512,-67.07068,Z,273,267.0,Semiarid Coastal Plains,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38245,S2017PR079028,18.03762,-67.07178,Z,273,267.0,Semiarid Coastal Plains,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38246,S2017PR079029,18.02385,-67.04166,Z,273,267.0,Semiarid Coastal Plains,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
38247,S2017PR079030,18.03957,-67.07042,Z,273,267.0,Semiarid Coastal Plains,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39282,S2018PR055006,17.963656,-66.87581,Z,271,265.0,Semiarid Mountains and Valleys,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39284,S2018PR055009,17.979265,-66.868003,Z,271,265.0,Semiarid Mountains and Valleys,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39285,S2018PR055010,17.9723,-66.87153,Z,271,265.0,Semiarid Mountains and Valleys,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39286,S2018PR055012,17.95146,-66.89913,Z,271,265.0,Semiarid Mountains and Valleys,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39290,S2018PR055016,17.967822,-66.884843,Z,271,265.0,Semiarid Mountains and Valleys,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39292,S2018PR055020,17.954059,-66.89295,Z,271,265.0,Semiarid Mountains and Valleys,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39294,S2018PR055023,17.98348,-66.87925,Z,271,265.0,Semiarid Mountains and Valleys,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39295,S2018PR055024,17.961525,-66.900723,Z,271,265.0,Semiarid Mountains and Valleys,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39279,S2018PR059002,17.970141,-66.824778,Z,271,265.0,Semiarid Mountains and Valleys,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39283,S2018PR059008,17.965624,-66.832204,Z,271,265.0,Semiarid Mountains and Valleys,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39287,S2018PR059013,17.963535,-66.837886,Z,271,265.0,Semiarid Mountains and Valleys,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39291,S2018PR059017,17.965356,-66.835344,Z,271,265.0,Semiarid Mountains and Valleys,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39293,S2018PR059022,17.957765,-66.833972,Z,271,265.0,Semiarid Mountains and Valleys,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39278,S2018PR153001,17.97266,-66.85137,Z,271,265.0,Semiarid Mountains and Valleys,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39280,S2018PR153003,17.973025,-66.861828,Z,271,265.0,Semiarid Mountains and Valleys,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39281,S2018PR153004,17.969092,-66.852851,Z,271,265.0,Semiarid Mountains and Valleys,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39288,S2018PR153014,17.95561,-66.85236,Z,271,265.0,Semiarid Mountains and Valleys,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39289,S2018PR153015,17.97677,-66.86211,Z,271,265.0,Semiarid Mountains and Valleys,Caribbean Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39242,S2018VA071001,37.3605555,-80.5251944,N,128,175.0,Southern Appalachian Ridges and Valleys,East and Central Farming and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39239,S2018VA071004,37.4292777,-80.512,N,128,175.0,Southern Appalachian Ridges and Valleys,East and Central Farming and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39237,S2018VA071006,37.4266111,-80.56425,N,128,175.0,Southern Appalachian Ridges and Valleys,East and Central Farming and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39241,S2018VA071009,37.3742222,-80.5186944,N,128,175.0,Southern Appalachian Ridges and Valleys,East and Central Farming and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39236,S2018VA071013,37.432333,-80.55975,N,128,175.0,Southern Appalachian Ridges and Valleys,East and Central Farming and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39243,S2018VA071014,37.4169444,-80.5576944,N,128,175.0,Southern Appalachian Ridges and Valleys,East and Central Farming and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39238,S2018VA071019,37.424222,-80.5513888,N,128,175.0,Southern Appalachian Ridges and Valleys,East and Central Farming and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39240,S2018VA071030,37.4302777,-80.5083888,N,128,175.0,Southern Appalachian Ridges and Valleys,East and Central Farming and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39234,S2018VA071061,37.3764722,-80.52,N,128,175.0,Southern Appalachian Ridges and Valleys,East and Central Farming and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39235,S2018VA071064,37.3753888,-80.5206111,N,128,175.0,Southern Appalachian Ridges and Valleys,East and Central Farming and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39304,S2018WA059002,45.811136,-121.990738,A,3,3.0,Olympic and Cascade Mountains,"Northwestern Forest, Forage, and Specialty Crop Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39413,S2018WA059009,45.83587,-112.001739,E,44B,49.0,Central Rocky Mountain Valleys,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39305,S2018WA059011,45.8345992,-121.983504,A,3,3.0,Olympic and Cascade Mountains,"Northwestern Forest, Forage, and Specialty Crop Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39306,S2018WA059012,45.840464,-121.863428,A,3,3.0,Olympic and Cascade Mountains,"Northwestern Forest, Forage, and Specialty Crop Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39307,S2018WA059013,45.835772,-122.018913,A,3,3.0,Olympic and Cascade Mountains,"Northwestern Forest, Forage, and Specialty Crop Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39308,S2018WA059016,45.826278,-121.993817,A,3,3.0,Olympic and Cascade Mountains,"Northwestern Forest, Forage, and Specialty Crop Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39309,S2018WA059019,45.819727,-121.968838,A,3,3.0,Olympic and Cascade Mountains,"Northwestern Forest, Forage, and Specialty Crop Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39310,S2018WA059024,45.848969,-121.996819,A,3,3.0,Olympic and Cascade Mountains,"Northwestern Forest, Forage, and Specialty Crop Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39311,S2018WA059026,45.842573,-122.008611,A,3,3.0,Olympic and Cascade Mountains,"Northwestern Forest, Forage, and Specialty Crop Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39312,S2018WA059027,45.818731,-121.975891,A,3,3.0,Olympic and Cascade Mountains,"Northwestern Forest, Forage, and Specialty Crop Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39313,S2018WA059070,45.824059,-121.955549,A,3,3.0,Olympic and Cascade Mountains,"Northwestern Forest, Forage, and Specialty Crop Region","USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39388,S2018WY029001,44.91763,-110.41037,E,43B,46.0,Central Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39389,S2018WY029004,44.96272,-110.59312,E,43B,46.0,Central Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39390,S2018WY029005,44.94827,-110.63152,E,43B,46.0,Central Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39391,S2018WY029007,44.91765,-110.42883,E,43B,46.0,Central Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39392,S2018WY029012,44.94451,-110.43388,E,43B,46.0,Central Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39394,S2018WY029019,44.95548,-110.49455,E,43B,46.0,Central Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39395,S2018WY029021,44.90382,-110.4183,E,43B,46.0,Central Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39396,S2018WY029022,44.93846,-110.43203,E,43B,46.0,Central Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39397,S2018WY029024,44.96801,-110.4919,E,43B,46.0,Central Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39398,S2018WY029025,44.96635,-110.5034,E,43B,46.0,Central Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39399,S2018WY029029,44.93988,-110.64149,E,43B,46.0,Central Rocky Mountains,Rocky Mountain Range and Forest Region,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39463,S2018AK185102,68.627798,-149.347657,Y,245,262.0,Arctic Foothills,Northern Alaska,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39464,S2018AK185103,68.640117,-149.6429,Y,245,262.0,Arctic Foothills,Northern Alaska,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39465,S2018AK185108,68.561111,-149.510549,Y,245,262.0,Arctic Foothills,Northern Alaska,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39466,S2018AK185109,68.627221,-149.324681,Y,245,262.0,Arctic Foothills,Northern Alaska,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
39467,S2018AK185111,68.6258666,-149.5916611,Y,245,262.0,Arctic Foothills,Northern Alaska,"USDA NRCS 2022 MLRA Geographic Database, version 5.2 (MLRA_52)",POINT_WITHIN_MLRA
