lay_id,layer_key,proj_id,lims_site_id,lims_pedon_id,lay_rpt_seq_num,lay_type,top_depth_cm,bottom_depth_cm,horizon_designation,horz_desgn_master,texture_description,texture_desc_abbrev,smp_id,smp_type,smp_condition,smp_status,samples_per_layer,user_site_id,horizontal_datum_name,latitude,longitude,coordinate_source,pedon_key,user_pedon_id,observation_date_id,pedon_status,lab_proj_name,project_focus,fiscal_year,project_source,proj_type,proj_status,taxon_name,taxonomic_order,taxonomic_suborder,taxonomic_great_group,country,county,state,mir_master_count,mir_scan_count,mir_passed_scan_count,mir_blank_qc_count,mir_first_scan_date,mir_last_scan_date,layer_thickness_cm,layer_midpoint_cm,surface_or_near_surface,depth_class,al_dithionite_pct,al_oxalate_pct,bulk_density_ovendry_g_cm3,bulk_density_third_bar_g_cm3,carbonate_pct,cec_nh4oac_cmol_kg,clay_pct,estimated_organic_carbon_pct,fe_dithionite_pct,fe_oxalate_pct,ph_cacl2,ph_water,sand_pct,silt_pct,total_carbon_pct,total_nitrogen_pct,total_sulfur_pct,water_retention_15bar_pct,water_retention_third_bar_pct,qc_flag_count,user_pedon_id_crosswalk,join_confidence,join_basis,nasis_horizon_row,nasis_user_pedon_id,nasis_nasis_horizon_sequence,nasis_horizon_designation,nasis_top_depth_cm,nasis_bottom_depth_cm,nasis_thickness_cm,nasis_field_texture,nasis_matrix_color_raw,nasis_matrix_color_name,nasis_matrix_munsell,nasis_matrix_hue,nasis_matrix_value,nasis_matrix_chroma,nasis_color_moisture_status,nasis_dry_munsell,nasis_moist_munsell,nasis_redox_raw,nasis_redox_feature_type,nasis_redox_concentration_rendered,nasis_redox_depletion_rendered,nasis_redox_percentages,nasis_redox_percentage_max,nasis_redox_abundance,nasis_redox_size,nasis_redox_contrast,nasis_redox_location,nasis_reduced_matrix_rendered,nasis_gley_rendered,nasis_wetness_morphology_raw,nasis_organic_horizon_or_material_rendered,nasis_raw_horizon_description,lab_fe_dith__analyte_66,lab_fe_mjelm__analyte_671,lab_fe_ox__analyte_60,lab_fe_pyp__analyte_73,lab_mn_dith__analyte_67,lab_mn_kcl__analyte_70,lab_mn_mjelm__analyte_673,lab_mn_ox__analyte_61,lab_mn_pyp__analyte_74,lab_mn_trelm__analyte_685,nasis_drainage_class,nasis_flooding,nasis_ponding,nasis_taxonomy,nasis_current_correlated_soil_name,nasis_certified_lab_pedon_description,nasis_record_origin,reference_group,overlap_0_30_cm
175314,16N04108,4966,29288,35454,45,horizon,0.0,14.0,A,A,Silty clay loam,SICL,247310,bulk,normal,submitted,1,S2016ND059020,WGS84,46.800505,-100.919598,standardized,16N0926,S2016ND059020,,not started,C2016USND122,Site_C NEON_10_NOGP,2016,NEON,characterization,completed,Chama,mollisols,ustolls,calciustolls,United States,Morton,North Dakota,4,4,4.0,0.0,2016-12-13 08:57:58,2016-12-13 08:57:59,14.0,7.0,True,0-10,0.1245307,0.16008897,1.43237646,1.21064393,1.036938,39.1238365,47.6804834,2.6752,1.4022013,0.2618772,7.2,7.56,5.7,46.6,2.79666351,0.27438963,0.03377103,22.4356436,27.4785992,0,S2016ND059020,EXACT,Designation and top/bottom depths agree,1306.0,S2016ND059020,1.0,A,0.0,14.0,14.0,silty clay loam,"brown (10YR 4/3), dark brown (10YR 3/3), moist",dark brown,10YR 3/3,10YR,3.0,3.0,moist,10YR 4/3,10YR 3/3,,,,,,,,,,,,,,,"A—0 to 14 centimeters (0.0 to 5.5 inches); brown (10YR 4/3), dark brown (10YR 3/3), moist; silty clay loam; 4 percent sand; 64 percent silt; 32 percent clay; moderate medium granular structure; moderately hard, friable, moderately sticky, moderately plastic; common (5.0) very fine roots throughout and common (5.0) fine roots throughout; common (4.0) very fine tubular and common (4.0) fine tubular pores; carbonate, finely disseminated throughout; fragments; 32 percent of Clay; 4 percent of Sand; slight effervescence, by hcl, 1n; neutral, pH 7.2, pH meter; clear wavy boundary.; moist when described; observed in pit, small",1.4022013,,0.2618772,,0.048968,,,422.1777917,,,well,none flooding,none ponding,"Fine-silty, mixed, superactive, frigid Typic Calciustolls",Chama,no,NASIS,NONHYDRIC_REFERENCE,14.0
175315,16N04109,4966,29288,35454,46,horizon,14.0,54.0,Bk,B,Silty clay loam,SICL,247311,bulk,normal,submitted,1,S2016ND059020,WGS84,46.800505,-100.919598,standardized,16N0926,S2016ND059020,,not started,C2016USND122,Site_C NEON_10_NOGP,2016,NEON,characterization,completed,Chama,mollisols,ustolls,calciustolls,United States,Morton,North Dakota,4,4,4.0,0.0,2016-12-13 08:57:59,2016-12-13 08:58:00,40.0,34.0,False,30-60,0.0957432,0.13851613,1.39341861,1.18604167,6.935909,34.2926049,46.770066,1.5972,1.2475349,0.25679835,7.64,8.22,4.7,48.5,2.42778329,0.17944485,0.02638895,21.037464,29.9253404,0,S2016ND059020,EXACT,Designation and top/bottom depths agree,1307.0,S2016ND059020,2.0,Bk,14.0,54.0,40.0,silty clay loam,"brown (10YR 5/3), brown (10YR 4/3), moist",brown,10YR 4/3,10YR,4.0,3.0,moist,10YR 5/3,10YR 4/3,,,,,,,,,,,,,,,"Bk—14 to 54 centimeters (5.5 to 21.3 inches); brown (10YR 5/3), brown (10YR 4/3), moist; silty clay loam; 4 percent sand; 66 percent silt; 30 percent clay; moderate coarse prismatic parts to moderate medium subangular blocky structure; moderately hard, friable, moderately sticky, moderately plastic; common (4.0) very fine roots throughout and common (4.0) fine roots throughout; common (2.0) very fine tubular and common (2.0) fine tubular pores; carbonate, finely disseminated throughout; fragments; 30 Percent of Clay; 4 Percent of Sand; strong effervescence, by hcl, 1n; slightly alkaline, pH 7.8, pH meter; clear wavy boundary.; moist when described; observed in pit, small",1.2475349,,0.25679835,,0.0293678,,,244.3136028,,,well,none flooding,none ponding,"Fine-silty, mixed, superactive, frigid Typic Calciustolls",Chama,no,NASIS,NONHYDRIC_REFERENCE,16.0
175327,16N04121,4966,29291,35457,58,horizon,0.0,13.0,Ap,A,Silt loam,SIL,247323,bulk,normal,submitted,1,S2016ND059023,WGS84,46.799135,-100.902753,standardized,16N0929,S2016ND059023,,not started,C2016USND122,Site_C NEON_10_NOGP,2016,NEON,characterization,completed,Janesburg,mollisols,ustolls,natrustolls,United States,Morton,North Dakota,4,4,4.0,0.0,2016-12-13 08:58:08,2016-12-13 08:58:08,13.0,6.5,True,0-10,0.0992292,0.12111124,1.29273909,1.15442706,,24.9777496,28.9272908,3.03,0.768325,0.11732313,5.69,6.23,26.5,44.6,3.02563438,0.27881272,0.02788127,14.6153846,24.7643447,0,S2016ND059023,EXACT,Designation and top/bottom depths agree,1321.0,S2016ND059023,1.0,Ap,0.0,13.0,13.0,silt loam,"very dark grayish brown (10YR 3/2), black (10YR 2/1), moist",black,10YR 2/1,10YR,2.0,1.0,moist,10YR 3/2,10YR 2/1,,,,,,,,,,,,,,,"Ap—0 to 13 centimeters (0.0 to 5.1 inches); very dark grayish brown (10YR 3/2), black (10YR 2/1), moist; silt loam; 5 percent sand; 75 percent silt; 20 percent clay; weak fine granular structure; slightly hard, friable, slightly sticky, slightly plastic; common (6.0) very fine roots throughout and common (2.0) fine roots throughout; common (6.0) very fine tubular and common (2.0) fine tubular pores; fragments; 20 percent of Clay; 5 percent of Sand; noneffervescent, by hcl, 1n; neutral, pH 7.2, pH meter; abrupt smooth boundary.; moist when described; observed in pit, small",0.768325,,0.11732313,,0.0281753,,,291.1431959,,,well,none flooding,none ponding,"Fine, smectitic, frigid Typic Natrustolls",Janesburg,no,NASIS,NONHYDRIC_REFERENCE,13.0
175328,16N04122,4966,29291,35457,59,horizon,13.0,21.0,Bw1,B,Silt loam,SIL,247324,bulk,normal,submitted,1,S2016ND059023,WGS84,46.799135,-100.902753,standardized,16N0929,S2016ND059023,,not started,C2016USND122,Site_C NEON_10_NOGP,2016,NEON,characterization,completed,Janesburg,mollisols,ustolls,natrustolls,United States,Morton,North Dakota,4,4,4.0,0.0,2016-12-13 08:58:08,2016-12-13 08:58:09,8.0,17.0,False,10-30,0.1361128,0.17673639,1.3236495,1.13424822,,26.0668484,35.4270173,1.38,1.0075546,0.12160567,6.44,7.21,29.9,34.7,1.38456471,0.13533339,0.01353334,15.9940653,25.3698833,0,S2016ND059023,EXACT,Designation and top/bottom depths agree,1322.0,S2016ND059023,2.0,Bw1,13.0,21.0,8.0,silt loam,"very dark grayish brown (10YR 3/2), very dark brown (10YR 2/2), moist",very dark brown,10YR 2/2,10YR,2.0,2.0,moist,10YR 3/2,10YR 2/2,,,,,,,,,,,,,,,"Bw1—13 to 21 centimeters (5.1 to 8.3 inches); very dark grayish brown (10YR 3/2), very dark brown (10YR 2/2), moist; silt loam; 5 percent sand; 72 percent silt; 23 percent clay; weak medium prismatic parts to moderate medium subangular blocky structure; slightly hard, friable, slightly sticky, slightly plastic; common (4.0) very fine roots throughout and few (1.0) fine roots throughout; common (4.0) very fine tubular and few (1.0) fine tubular pores; fragments; 23 Percent of Clay; 5 Percent of Sand; noneffervescent, by hcl, 1n; slightly alkaline, pH 7.4, pH meter; clear smooth boundary.; moist when described; observed in pit, small",1.0075546,,0.12160567,,0.032706,,,322.3027224,,,well,none flooding,none ponding,"Fine, smectitic, frigid Typic Natrustolls",Janesburg,no,NASIS,NONHYDRIC_REFERENCE,8.0
175329,16N04123,4966,29291,35457,60,horizon,21.0,50.0,Bw2,B,Silt loam,SIL,247325,bulk,normal,submitted,1,S2016ND059023,WGS84,46.799135,-100.902753,standardized,16N0929,S2016ND059023,,not started,C2016USND122,Site_C NEON_10_NOGP,2016,NEON,characterization,completed,Janesburg,mollisols,ustolls,natrustolls,United States,Morton,North Dakota,4,4,4.0,0.0,2016-12-13 08:58:09,2016-12-13 08:58:10,29.0,35.5,False,30-60,0.1240639,0.16697657,1.54415434,1.27873559,,28.9671318,39.8826377,1.23,0.9390709,0.11051157,6.65,7.37,25.8,34.3,1.23332448,0.14632663,0.01149709,17.7284946,26.8001262,0,S2016ND059023,EXACT,Designation and top/bottom depths agree,1323.0,S2016ND059023,3.0,Bw2,21.0,50.0,29.0,silt loam,"grayish brown (10YR 5/2), dark grayish brown (10YR 4/2), moist",dark grayish brown,10YR 4/2,10YR,4.0,2.0,moist,10YR 5/2,10YR 4/2,,,,,,,,,,,,,,,"Bw2—21 to 50 centimeters (8.3 to 19.7 inches); grayish brown (10YR 5/2), dark grayish brown (10YR 4/2), moist; silt loam; 5 percent sand; 70 percent silt; 25 percent clay; moderate coarse prismatic parts to moderate medium subangular blocky structure; moderately hard, firm, slightly sticky, slightly plastic; common (2.0) very fine roots throughout; common (2.0) very fine tubular pores; 40 percent prominent black (10YR 2/1), moist, clay films on all faces of peds; fragments; 5 percent of Sand; 25 percent of Clay; noneffervescent, by hcl, 1n; slightly alkaline, pH 7.5, pH meter; clear wavy boundary.; moist when described; observed in pit, small",0.9390709,,0.11051157,,0.0245735,,,262.8724294,,,well,none flooding,none ponding,"Fine, smectitic, frigid Typic Natrustolls",Janesburg,no,NASIS,NONHYDRIC_REFERENCE,9.0
175334,16N04128,4966,29292,35458,65,horizon,0.0,32.0,A,A,Silt loam,SIL,247330,bulk,normal,submitted,1,S2016ND059024,WGS84,46.766155,-100.92129,standardized,16N0930,S2016ND059024,,not started,C2016USND122,Site_C NEON_10_NOGP,2016,NEON,characterization,completed,Wilton,mollisols,ustolls,haplustolls,United States,Morton,North Dakota,8,8,8.0,0.0,2016-12-13 08:58:13,2020-01-27 12:06:45,32.0,16.0,True,10-30,0.0931954,0.10733123,1.09408129,0.98854208,,24.9419147,25.3542571,2.84,0.7511428,0.12411163,6.09,6.8,16.4,58.2,2.84132438,0.26863431,0.0464944,13.4104938,27.3498944,0,S2016ND059024,EXACT,Designation and top/bottom depths agree,1328.0,S2016ND059024,1.0,A,0.0,32.0,32.0,silt loam,"very dark grayish brown (10YR 3/2), very dark brown (10YR 2/2), moist",very dark brown,10YR 2/2,10YR,2.0,2.0,moist,10YR 3/2,10YR 2/2,,,,,,,,,,,,,,,"A—0 to 32 centimeters (0.0 to 12.6 inches); very dark grayish brown (10YR 3/2), very dark brown (10YR 2/2), moist; silt loam; 10 percent sand; 68 percent silt; 22 percent clay; moderate medium granular structure; slightly hard, friable, slightly sticky, slightly plastic; 5.0 very fine roots throughout and 2.0 fine roots throughout; 4.0 very fine tubular and 1.0 fine tubular pores; 1 percent by volume nonflat subrounded indurated 5-12-20 millimeter granite fragments observed by visual inspection method; noneffervescent, by hcl, 1n; neutral, pH 7.2, pH meter; clear wavy boundary.; moist when described; observed in pit, small",0.7511428,,0.12411163,,0.0411217,,,446.4219509,,,well,none flooding,none ponding,"Fine-silty, mixed, superactive, frigid Pachic Haplustolls",Wilton,no,NASIS,NONHYDRIC_REFERENCE,30.0
175350,16N04144,4966,29295,35461,81,horizon,0.0,20.0,A,A,Loam,L,247339,bulk,normal,submitted,1,S2016ND059029,WGS84,46.790985,-100.921822,standardized,16N0933,S2016ND059029,,not started,C2016USND122,Site_C NEON_10_NOGP,2016,NEON,characterization,completed,Amor,mollisols,ustolls,haplustolls,United States,Morton,North Dakota,4,4,4.0,0.0,2016-12-13 09:09:02,2016-12-13 09:09:03,20.0,10.0,True,10-30,0.0758627,0.12922003,1.19544391,1.06759458,,27.1685491,23.3923245,2.62,0.4103639,0.07947188,6.53,7.1,55.5,21.1,2.62101784,0.26002161,0.03016251,16.6,24.7866314,0,S2016ND059029,EXACT,Designation and top/bottom depths agree,1341.0,S2016ND059029,1.0,A,0.0,20.0,20.0,loam,"dark grayish brown (10YR 4/2), very dark grayish brown (10YR 3/2), moist",very dark grayish brown,10YR 3/2,10YR,3.0,2.0,moist,10YR 4/2,10YR 3/2,,,,,,,,,,,,,,,"A—0 to 20 centimeters (0.0 to 7.9 inches); dark grayish brown (10YR 4/2), very dark grayish brown (10YR 3/2), moist; loam; 40 percent sand; 38 percent silt; 22 percent clay; moderate medium subangular blocky parts to moderate medium granular structure; soft, very friable, slightly sticky, slightly plastic; common (5.0) very fine roots throughout and common (10.0) fine roots throughout; few (1.0) very fine tubular and common (3.0) fine tubular pores; fragments; 40 Percent of Sand; 22 percent of Clay; noneffervescent, by hcl, 1n; slightly alkaline, pH 7.4, pH meter; clear wavy boundary.; moist when described; observed in pit, small",0.4103639,,0.07947188,,0.0145916,,,149.1401505,,,well,none flooding,none ponding,"Fine-loamy, mixed, superactive, frigid Typic Haplustolls",Amor,no,NASIS,NONHYDRIC_REFERENCE,20.0
175351,16N04145,4966,29295,35461,82,horizon,20.0,37.0,Bw,B,Loam,L,247340,bulk,normal,submitted,1,S2016ND059029,WGS84,46.790985,-100.921822,standardized,16N0933,S2016ND059029,,not started,C2016USND122,Site_C NEON_10_NOGP,2016,NEON,characterization,completed,Amor,mollisols,ustolls,haplustolls,United States,Morton,North Dakota,4,4,4.0,0.0,2016-12-13 09:09:03,2016-12-13 09:09:03,17.0,28.5,False,10-30,0.0780531,0.16364209,1.19747508,1.06715902,,27.2171454,21.9575278,1.48,0.3694095,0.06795307,6.92,7.58,60.5,17.5,1.48374827,0.12538718,0.01776318,15.5102041,24.4461196,0,S2016ND059029,EXACT,Designation and top/bottom depths agree,1342.0,S2016ND059029,2.0,Bw,20.0,37.0,17.0,loam,"brown (10YR 4/3), dark brown (10YR 3/3), moist",dark brown,10YR 3/3,10YR,3.0,3.0,moist,10YR 4/3,10YR 3/3,,,,,,,,,,,,,,,"Bw—20 to 37 centimeters (7.9 to 14.6 inches); brown (10YR 4/3), dark brown (10YR 3/3), moist; loam; 50 percent sand; 30 percent silt; 20 percent clay; moderate medium prismatic parts to moderate medium subangular blocky structure; soft, very friable, slightly sticky, slightly plastic; common (5.0) very fine roots throughout and common (5.0) fine roots throughout; few (1.0) very fine tubular and common (2.0) fine tubular pores; carbonate, finely disseminated throughout; fragments; 20 Percent of Clay; 50 Percent of Sand; slight effervescence, by hcl, 1n; slightly alkaline, pH 7.6, pH meter; clear wavy boundary.; moist when described; observed in pit, small",0.3694095,,0.06795307,,0.0066962,,,70.4066365,,,well,none flooding,none ponding,"Fine-loamy, mixed, superactive, frigid Typic Haplustolls",Amor,no,NASIS,NONHYDRIC_REFERENCE,10.0
184891,17N03470,5097,31135,37473,1,horizon,0.0,15.0,A,A,Loam,L,269127,bulk,normal,submitted,1,S2017ND093001,WGS84,47.2077,-99.166983,standardized,17N0679,S2017ND093001,,not started,C2017USND099,Site_C NEON_10_DCFS,2017,NEON,characterization,completed,Zahl,mollisols,ustolls,calciustolls,United States,Stutsman,North Dakota,4,4,0.0,4.0,2018-06-20 12:47:04,2018-06-20 12:49:40,15.0,7.5,True,0-10,0.0854631,0.09900066,1.20300601,1.07725385,0.813531,28.5712545,24.4739758,4.3928,0.7140044,0.14179515,6.95,7.29,45.7,29.8,4.48718135,0.48150119,0.052248,20.2830189,30.5381072,0,S2017ND093001,EXACT,Designation and top/bottom depths agree,2436.0,S2017ND093001,1.0,A,0.0,15.0,15.0,loam,"dark gray (10YR 4/1), black (10YR 2/1), moist",black,10YR 2/1,10YR,2.0,1.0,moist,10YR 4/1,10YR 2/1,,,,,,,,,,,,,,,"A—0 to 15 centimeters (0.0 to 5.9 inches); dark gray (10YR 4/1), black (10YR 2/1), moist; loam; 35 percent sand; 22 percent clay; moderate medium granular structure; slightly hard, friable, slightly sticky, slightly plastic; 8.0 very fine roots throughout and 1.0 fine roots throughout; 5.0 very fine dendritic tubular and 1.0 fine dendritic tubular pores; 2 percent by volume nonflat subrounded indurated 2-40-75 millimeter mixed fragments observed by visual inspection method; noneffervescent; clear smooth boundary.; moist when described; observed in pit, small",0.7140044,,0.14179515,,0.0656938,,,641.9174051,,,well,,,"Fine-loamy, mixed, superactive, frigid Typic Calciustolls",Zahl,no,NASIS,NONHYDRIC_REFERENCE,15.0
184892,17N03471,5097,31135,37473,2,horizon,15.0,42.0,Bk1,B,Clay loam,CL,269128,bulk,normal,submitted,1,S2017ND093001,WGS84,47.2077,-99.166983,standardized,17N0679,S2017ND093001,,not started,C2017USND099,Site_C NEON_10_DCFS,2017,NEON,characterization,completed,Zahl,mollisols,ustolls,calciustolls,United States,Stutsman,North Dakota,4,4,0.0,4.0,2018-06-20 12:50:31,2018-06-20 12:53:05,27.0,28.5,False,10-30,0.0554428,0.06538019,1.26551836,1.18580233,21.123184,16.2496474,29.417783,1.7356,0.6049723,0.13809273,7.61,8.06,38.0,32.6,4.26985426,0.23438341,0.03770516,14.3718593,26.4972216,0,S2017ND093001,HIGH,Top/bottom depths agree; designation differs,2437.0,S2017ND093001,2.0,Bk,15.0,42.0,27.0,clay loam,"light brownish gray (10YR 6/2), dark grayish brown (10YR 4/2), moist",dark grayish brown,10YR 4/2,10YR,4.0,2.0,moist,10YR 6/2,10YR 4/2,,,,,,,,,,,,,,,"Bk—15 to 42 centimeters (5.9 to 16.5 inches); light brownish gray (10YR 6/2), dark grayish brown (10YR 4/2), moist; clay loam; 45 percent sand; 28 percent clay; moderate medium prismatic parts to moderate medium subangular blocky structure; moderately hard, firm, moderately sticky, moderately plastic; 5.0 very fine roots throughout; 3.0 very fine dendritic tubular pores; carbonate, finely disseminated and 2 percent fine irregular carbonate masses throughout; 5 percent by volume nonflat subrounded indurated 2-40-75 millimeter mixed fragments observed by visual inspection method; violent effervescence; clear wavy boundary.; moist when described; observed in pit, small",0.6049723,,0.13809273,,0.0468712,,,413.463486,,,well,,,"Fine-loamy, mixed, superactive, frigid Typic Calciustolls",Zahl,no,NASIS,NONHYDRIC_REFERENCE,15.0
184894,17N03473,5097,31136,37474,4,horizon,0.0,11.0,A,A,Very gravelly Loam,GRV-L,269130,bulk,normal,submitted,1,S2017ND093004,WGS84,47.171435,-99.051345,standardized,17N0680,S2017ND093004,,not started,C2017USND099,Site_C NEON_10_DCFS,2017,NEON,characterization,completed,Sioux,mollisols,udolls,hapludolls,United States,Stutsman,North Dakota,4,4,0.0,4.0,2018-06-20 12:57:23,2018-06-20 12:59:59,11.0,5.5,True,0-10,0.0488077,0.07925941,1.13555491,1.02773101,6.380141,23.7323698,13.1529925,4.5344,1.1485728,0.13043719,7.18,7.36,68.7,18.1,5.30443364,0.53960649,0.08246816,13.0090189,29.5711002,0,S2017ND093004,EXACT,Designation and top/bottom depths agree,2439.0,S2017ND093004,1.0,A,0.0,11.0,11.0,very gravelly loam,"very dark grayish brown (10YR 3/2), dark grayish brown (10YR 4/2), dry",dark grayish brown,10YR 4/2,10YR,4.0,2.0,,,,,,,,,,,,,,,,,,"A—0 to 11 centimeters (0.0 to 4.3 inches); very dark grayish brown (10YR 3/2), dark grayish brown (10YR 4/2), dry; very gravelly loam; 48 percent sand; 22 percent clay; moderate medium granular structure; soft, very friable, slightly sticky, slightly plastic; 5.0 very fine roots throughout and 2.0 fine roots throughout; 4.0 very fine dendritic tubular and 1.0 fine dendritic tubular pores; 40 percent by volume nonflat subrounded indurated 2-40-75 millimeter mixed fragments observed by visual inspection method; noneffervescent; clear wavy boundary.; moist when described; observed in pit, small",1.1485728,,0.13043719,,0.334614,,,1181.2603214,,,excessively,,,"Sandy or sandy-skeletal, mixed, superactive, frigid Entic Hapludolls",Sioux,no,NASIS,NONHYDRIC_REFERENCE,11.0
184895,17N03474,5097,31136,37474,5,horizon,11.0,40.0,Bk1,B,Very gravelly Loamy coarse sand,GRV-LCOS,269131,bulk,normal,submitted,1,S2017ND093004,WGS84,47.171435,-99.051345,standardized,17N0680,S2017ND093004,,not started,C2017USND099,Site_C NEON_10_DCFS,2017,NEON,characterization,completed,Sioux,mollisols,udolls,hapludolls,United States,Stutsman,North Dakota,4,4,0.0,4.0,2018-06-20 13:00:51,2018-06-20 13:03:30,29.0,25.5,False,10-30,0.0340631,0.04968521,,,21.528936,6.5862135,7.0979973,0.7464,0.9178928,0.1761658,7.68,8.12,81.1,11.8,3.32798999,0.13110264,0.02521205,5.2334784,,0,S2017ND093004,HIGH,Top/bottom depths agree; designation differs,2440.0,S2017ND093004,2.0,Bk,11.0,40.0,29.0,very gravelly loamy coarse sand,"dark yellowish brown (10YR 4/4), dark yellowish brown (10YR 4/4), dry",dark yellowish brown,10YR 4/4,10YR,4.0,4.0,,,,,,,,,,,,,,,,,,"Bk—11 to 40 centimeters (4.3 to 15.7 inches); dark yellowish brown (10YR 4/4), dark yellowish brown (10YR 4/4), dry; very gravelly loamy coarse sand; 85 percent sand; 10 percent clay; weak medium subangular blocky structure; loose, loose, nonsticky, nonplastic; 3.0 very fine roots throughout; carbonate, finely disseminated; 55 percent by volume nonflat subrounded indurated 2-40-75 millimeter mixed fragments observed by visual inspection method; strong effervescence; clear wavy boundary.; moist when described; observed in pit, small",0.9178928,,0.1761658,,0.0657122,,,447.4691937,,,excessively,,,"Sandy or sandy-skeletal, mixed, superactive, frigid Entic Hapludolls",Sioux,no,NASIS,NONHYDRIC_REFERENCE,19.0
184906,17N03485,5097,31139,37477,16,horizon,0.0,25.0,A,A,Silt loam,SIL,269142,bulk,normal,submitted,1,S2017ND093011,WGS84,47.201977,-99.173992,standardized,17N0683,S2017ND093011,,not started,C2017USND099,Site_C NEON_10_DCFS,2017,NEON,characterization,completed,Bowbells,mollisols,ustolls,argiustolls,United States,Stutsman,North Dakota,4,4,0.0,4.0,2018-06-20 14:02:09,2018-06-20 14:04:35,25.0,12.5,True,10-30,0.1052025,0.08434678,1.13881124,1.01704504,,32.7458531,25.1932256,5.01,0.6317655,0.29901962,5.74,6.22,32.6,42.2,5.01292455,0.46225739,0.02978992,20.1544444,34.1612119,0,S2017ND093011,EXACT,Designation and top/bottom depths agree,2451.0,S2017ND093011,1.0,A,0.0,25.0,25.0,loam,"very dark gray (10YR 3/1), black (10YR 2/1), moist",black,10YR 2/1,10YR,2.0,1.0,moist,10YR 3/1,10YR 2/1,,,,,,,,,,,,,,,"A—0 to 25 centimeters (0.0 to 9.8 inches); very dark gray (10YR 3/1), black (10YR 2/1), moist; loam; 30 percent sand; 20 percent clay; moderate medium subangular blocky parts to moderate medium granular structure; soft, very friable, slightly sticky, slightly plastic; 2.0 fine roots throughout; 10.0 fine dendritic tubular pores; 1 percent by volume nonflat subrounded indurated 20-50-75 millimeter mixed fragments observed by visual inspection method; noneffervescent; clear wavy boundary.; moist when described; observed in pit, small",0.6317655,,0.29901962,,0.0833771,,,789.9795851,,,moderately well,,,"Fine-loamy, mixed, superactive, frigid Pachic Argiustolls",Bowbells,no,NASIS,NONHYDRIC_REFERENCE,25.0
184907,17N03486,5097,31139,37477,17,horizon,25.0,68.0,Bt1,B,Clay loam,CL,269143,bulk,normal,submitted,1,S2017ND093011,WGS84,47.201977,-99.173992,standardized,17N0683,S2017ND093011,,not started,C2017USND099,Site_C NEON_10_DCFS,2017,NEON,characterization,completed,Bowbells,mollisols,ustolls,argiustolls,United States,Stutsman,North Dakota,4,4,0.0,4.0,2018-06-20 14:05:25,2018-06-20 14:07:58,43.0,46.5,False,30-60,0.091091,0.06726199,1.5112137,1.38849305,,16.1811184,21.693703,1.06,0.7624028,0.15913944,6.51,7.19,38.2,40.1,1.05842492,0.13230312,0.01424803,10.2646577,19.9913711,0,S2017ND093011,EXACT,Designation and top/bottom depths agree,2452.0,S2017ND093011,2.0,Bt1,25.0,68.0,43.0,loam,"dark grayish brown (10YR 4/2), very dark grayish brown (10YR 3/2), moist",very dark grayish brown,10YR 3/2,10YR,3.0,2.0,moist,10YR 4/2,10YR 3/2,,,,,,,,,,,,,,,"Bt1—25 to 68 centimeters (9.8 to 26.8 inches); dark grayish brown (10YR 4/2), very dark grayish brown (10YR 3/2), moist; loam; 35 percent sand; 26 percent clay; strong medium prismatic parts to moderate medium subangular blocky structure; slightly hard, friable, slightly sticky, slightly plastic; 2.0 fine roots throughout; 1.0 fine dendritic tubular pores; 50 percent faint very dark brown (10YR 2/2), moist, clay films on all faces of peds; 1 percent by volume nonflat subrounded indurated 20-50-75 millimeter mixed fragments observed by visual inspection method; noneffervescent; clear irregular boundary.; moist when described; observed in pit, small",0.7624028,,0.15913944,,0.0639474,,,566.2568209,,,moderately well,,,"Fine-loamy, mixed, superactive, frigid Pachic Argiustolls",Bowbells,no,NASIS,NONHYDRIC_REFERENCE,5.0
184914,17N03493,5097,31141,37479,24,horizon,0.0,18.0,A,A,Loam,L,269150,bulk,normal,submitted,1,S2017ND093016,WGS84,47.15684333,-99.11399,standardized,17N0685,S2017ND093016,,not started,C2017USND099,Site_C NEON_10_DCFS,2017,NEON,characterization,completed,Bowbells,mollisols,ustolls,argiustolls,United States,Stutsman,North Dakota,4,4,0.0,4.0,2018-06-20 14:28:58,2018-06-20 14:31:33,18.0,9.0,True,0-10,0.1211993,0.10838257,1.24637091,1.10867321,,29.9097969,28.7454484,5.01,0.6950773,0.15165396,5.57,6.14,32.9,38.4,5.01382172,0.48190107,0.06767121,20.1555772,27.9664332,0,S2017ND093016,EXACT,Designation and top/bottom depths agree,2459.0,S2017ND093016,1.0,A,0.0,18.0,18.0,loam,"very dark gray (10YR 3/1), black (10YR 2/1), moist",black,10YR 2/1,10YR,2.0,1.0,moist,10YR 3/1,10YR 2/1,,,,,,,,,,,,,,,"A—0 to 18 centimeters (0.0 to 7.1 inches); very dark gray (10YR 3/1), black (10YR 2/1), moist; loam; 45 percent sand; 18 percent clay; moderate medium subangular blocky parts to moderate medium granular structure; slightly hard, friable, slightly sticky, slightly plastic; 7.0 very fine roots throughout and 1.0 medium roots throughout and 2.0 fine roots throughout; fragments; noneffervescent; clear wavy boundary.; moist when described; observed in pit, small",0.6950773,,0.15165396,,0.0702078,,,664.3790602,,,well,,,"Fine-loamy, mixed, superactive, frigid Pachic Argiustolls",Bowbells,no,NASIS,NONHYDRIC_REFERENCE,18.0
