wavenumber_cm1,hydric_mean_snv,nonhydric_mean_snv,snv_standardized_difference
3578.0,0.3649865431810849,0.2977775900011509,0.47655393124056444
3576.0,0.36358644140027574,0.2956472719300086,0.4874911681371765
3574.0,0.36220775683127293,0.2935594604850134,0.497704296640185
3572.0,0.3601953390144212,0.2909384858886367,0.5071158385300895
3570.0,0.3559639022407411,0.28663107929253845,0.5144379958620238
3568.0,0.35044619835946655,0.2813591328998744,0.5213269450978102
3566.0,0.34870427228831535,0.2791389034432242,0.5304802078641739
3564.0,0.35154520335813677,0.2810100626372012,0.537485860064655
3562.0,0.3538656306587574,0.2827878376287618,0.541153965573475
3560.0,0.3549337425933511,0.2837147026013043,0.5439082507370353
3558.0,0.3559076752983146,0.28469283302494675,0.545973212855464
3556.0,0.35606365124968226,0.28515825568319836,0.5458862221491867
3554.0,0.3545863139422841,0.28435671035101323,0.543882951052658
3552.0,0.3525505099552174,0.2830424234960872,0.5416359027640123
3550.0,0.3513376957820597,0.2825007672812196,0.5390221204687343
3548.0,0.34928573033863486,0.2813652146666951,0.5348642241161854
3546.0,0.3463275922970595,0.27950039182033964,0.5291163172977373
3544.0,0.3458634549597249,0.2799304232934918,0.5230236252900157
3542.0,0.34861367078911465,0.2833516786082848,0.5174146345103787
3540.0,0.35132365385953457,0.28679530518955054,0.5117550224271938
3538.0,0.3520628016561297,0.2883604054228347,0.505988805131339
3536.0,0.3523933123354874,0.28934012299686784,0.5014273953379597
3534.0,0.35409666076807955,0.29137390312474665,0.49905402160851736
3532.0,0.3561659289041523,0.2936096954711995,0.49825016136355166
3530.0,0.35719206091919753,0.29488466401282565,0.4971374272642502
3528.0,0.35750911203182795,0.29555291130009187,0.49478324004555807
3526.0,0.3577180545261907,0.29603273411893605,0.49226874385770397
3524.0,0.35887809356279404,0.2973003966098583,0.4903085994730756
3522.0,0.3622711520591232,0.30066924124372263,0.48866649464572315
3520.0,0.36687399590057534,0.30516776540563006,0.487388847026412
3518.0,0.3705949682968354,0.30872975466841085,0.4867061087538547
3516.0,0.37311712823648724,0.31103004803927753,0.4864735532294017
3514.0,0.3754928794324893,0.31317439247047163,0.48630243192775735
3512.0,0.37870561123051993,0.31618983673686746,0.4864009825403859
3510.0,0.38269401248883395,0.31991953891166675,0.4868988190100501
3508.0,0.38671736805931173,0.3234703604485146,0.48804072753682803
3506.0,0.38964164335250984,0.3258152823657049,0.4898380606983039
3504.0,0.3912368863881128,0.3267896210543698,0.4923416301177304
3502.0,0.39418027982449333,0.3289039342877189,0.49580188648962625
3500.0,0.3992577381284047,0.3330426694288194,0.4994017350801909
3498.0,0.40408772125961356,0.33703824442651287,0.5023144084332787
3496.0,0.4084980324129542,0.340652450360453,0.505003126006983
3494.0,0.4135513650615036,0.34483330124153133,0.5080915796456831
3492.0,0.41866484915639646,0.34912345072653816,0.5108138564534325
3490.0,0.4228325001953456,0.35259308979677195,0.5126578999521408
3488.0,0.42625522307558195,0.35534656088433436,0.5139980557290095
3486.0,0.4301807110274806,0.3585494303374643,0.5154951493476045
3484.0,0.4344616487144073,0.36208253267119134,0.5174780992031617
3482.0,0.4378248395385362,0.364647728123092,0.5196506453693895
3480.0,0.44104997706446325,0.36698560557863,0.5216075869561829
3478.0,0.44568225771171577,0.3707328393577414,0.5235532238172492
3476.0,0.45088637408704424,0.375119865500903,0.5256177576422282
3474.0,0.4550873858561145,0.37847719888457926,0.5275911584712972
3472.0,0.45761920568463027,0.3800771547179953,0.5291865936977173
3470.0,0.4588424820521123,0.38043490456254875,0.529860817546692
3468.0,0.46096482825150176,0.3818292728357292,0.5303387623298942
3466.0,0.4655958396634179,0.3857009396688302,0.5322124612727335
3464.0,0.471138558836351,0.39037999826207537,0.5351127969706815
3462.0,0.475257848226771,0.39365867598206894,0.5372130577719274
3460.0,0.4786778392967648,0.39633726271916264,0.5380414247073971
3458.0,0.48307254994180965,0.39996183724797135,0.5392141429585959
3456.0,0.48772981531516735,0.403776991827534,0.5410760063802237
3454.0,0.49158244180036215,0.4068357884768584,0.5424766769390398
3452.0,0.4946904260442784,0.4092570856341412,0.5432068929631204
3450.0,0.49700131003194004,0.41103499779849506,0.5434157248347972
3448.0,0.49858514869895404,0.41219221961531527,0.5432832882971415
3446.0,0.5009745837638138,0.41397504019426196,0.5437893591313824
3444.0,0.5045042730888935,0.4166443884175354,0.5453469106550731
3442.0,0.5076025996008786,0.41885184179196194,0.5469101675510287
3440.0,0.5090714657550429,0.4195349198474912,0.5473133858525889
3438.0,0.509076379901288,0.4188530842129848,0.5465773028243799
3436.0,0.5096725303908188,0.41875337854114075,0.5461542748360592
3434.0,0.5122774338357623,0.4205928206515951,0.5471727849926418
3432.0,0.5155338833568458,0.42313545607172953,0.5485734303919043
3430.0,0.5181415940434289,0.42518508877670413,0.5490192457514129
3428.0,0.5210542951164484,0.42760968231784036,0.5490850121124684
3426.0,0.5244932834725657,0.4305446541702284,0.5494468051824232
3424.0,0.5270599387458276,0.43263399049960394,0.5494755251239111
3422.0,0.5283182778549176,0.43340921744863087,0.5490979271175391
3420.0,0.5295231953211724,0.434005180389749,0.5490966945495714
3418.0,0.5312381592525244,0.4349917903827092,0.549744065349238
3416.0,0.5320994956780132,0.43513112297939743,0.5505254250923424
3414.0,0.531720581557066,0.4341022155039126,0.5510574625489929
3412.0,0.5315246973351864,0.4332728422994234,0.5517581705673179
3410.0,0.5323267734456695,0.4334230444720307,0.5527381719721487
3408.0,0.5337175196446452,0.43425067255619965,0.5533564757015573
3406.0,0.5346812573190382,0.43477192157555644,0.5534980764017898
3404.0,0.5334029501931093,0.43299765107545696,0.5534433711965454
3402.0,0.5303219217099995,0.42935332935296455,0.5529145670809039
3400.0,0.5291185591820026,0.4277673837918489,0.5520723712155872
3398.0,0.5309556369116495,0.42943093552829315,0.5517635434138372
3396.0,0.5323817183067595,0.4306934259653519,0.5513085102810014
3394.0,0.530940012797215,0.429034891256921,0.5498872496030315
3392.0,0.5290949877294417,0.42695294087975616,0.5483533057209293
3390.0,0.5299396458000298,0.42759739278830877,0.5478218745914357
3388.0,0.5323330983179628,0.4298839053122308,0.5477435221031457
3386.0,0.5333680660964105,0.43090149623920665,0.5469277038242053
3384.0,0.5325063933505938,0.43006771934237226,0.5452085739586621
3382.0,0.5306847138077055,0.428201023577537,0.5434671868189375
3380.0,0.5286017984593824,0.4258976235684323,0.5426784767480627
3378.0,0.526802408816103,0.42378687619773325,0.5427130498461689
3376.0,0.5252671682103959,0.42202055637908725,0.5426297671817365
3374.0,0.5231320172282957,0.4197787362365631,0.5418141959218403
3372.0,0.5191227505711633,0.41566468053128114,0.5404909455581823
3370.0,0.5140561592385595,0.4104246540751803,0.539320966570721
3368.0,0.5107588501911655,0.40703989635966165,0.5385141207683829
3366.0,0.510392572305929,0.4067381394640876,0.5380210649830545
3364.0,0.5108463462232364,0.407214781698286,0.5379690627919662
3362.0,0.5098046134032753,0.40605666794571066,0.5381637590684187
3360.0,0.5079539600336431,0.404129444507365,0.5380354180696231
3358.0,0.5065804273622931,0.4028841765814392,0.5372494472120226
3356.0,0.5049290976904979,0.4014408549510799,0.536080543474959
3354.0,0.5015117391320836,0.39806847651650895,0.5350545963434036
3352.0,0.4967496235215244,0.3931914723033328,0.5343362660953064
3350.0,0.49341233947316676,0.3898371366957652,0.5338131487805339
3348.0,0.49260916444480857,0.3892153212419342,0.5333735059561289
3346.0,0.49130937409244185,0.38809053469095006,0.5329113910980523
3344.0,0.48785762436393376,0.38470986442407057,0.5322651356958961
3342.0,0.4839588273722463,0.38096837654152155,0.5310617970014673
3340.0,0.48011192659910584,0.37739596217475646,0.5295750361415937
3338.0,0.47717790468069465,0.3747430361199545,0.5285042829567105
3336.0,0.4763177317738311,0.37413407450721387,0.5281388709168713
3334.0,0.47620977807744547,0.3742127537981255,0.5282186777658738
3332.0,0.4749205079187601,0.3730768429997704,0.5282944307753054
3330.0,0.4720664948472673,0.3704744080270671,0.5277718209398902
3328.0,0.46786677061445686,0.3666357117634885,0.5263799713687354
3326.0,0.46359089651343866,0.36278192288805866,0.5244944484716444
3324.0,0.46111525458899905,0.3608308350595495,0.5226142017188059
3322.0,0.46003637810815967,0.3603496030248686,0.5210308212820539
3320.0,0.45861262800388714,0.3595005369542964,0.519639344511075
3318.0,0.4562981428106704,0.3577448810280417,0.5181152949755867
3316.0,0.4534788595236859,0.3554431855267933,0.5167623669856605
3314.0,0.45023544869179444,0.352614750745391,0.5160172127780761
3312.0,0.4459706259377648,0.3487645682007172,0.5151501810104723
3310.0,0.4403462960521029,0.3436599380459041,0.5134365848896049
3308.0,0.43473275334039946,0.3386009331745884,0.5114859466507041
3306.0,0.4314457777144896,0.33581630538045876,0.5104343271256305
3304.0,0.4312690293757603,0.33618673390248216,0.5102747769345278
3302.0,0.43228961457298637,0.3379363711323196,0.5097832865043185
3300.0,0.43149463855380465,0.33795601481417414,0.5084475767432189
3298.0,0.4280317583516558,0.33519251695869984,0.5070342421209161
3296.0,0.4236820054059507,0.3313862860289208,0.506301104837456
3294.0,0.4202435826610122,0.32849933020543753,0.5058879672113883
3292.0,0.41846391630308155,0.3274013391422631,0.5052399109439273
3290.0,0.41858119094810703,0.3282341276355065,0.5047746674813014
3288.0,0.41892100612724603,0.32927121985927627,0.5044494241126369
3286.0,0.4177080421660766,0.3287492566877561,0.5038597695333017
3284.0,0.41546354244431616,0.3271547641042194,0.503297540437562
3282.0,0.4129676655018283,0.32524595771494663,0.503091047535074
3280.0,0.41027062770276557,0.3231248735354572,0.5029381389624913
3278.0,0.4069129670656683,0.3203944853400615,0.5023395796997208
3276.0,0.40268407484087554,0.3167537170757212,0.5017012592548665
3274.0,0.3980926546863,0.3126259609698619,0.5015072909329656
3272.0,0.393954360749716,0.3089099798615181,0.5014933941391304
3270.0,0.3916779812773745,0.3071342969580466,0.5013770786254815
3268.0,0.3914452751900725,0.3075284664644549,0.5010068603767422
3266.0,0.3911432633181261,0.30784293568971344,0.5007920404627244
3264.0,0.3894820520865626,0.30657940341068574,0.5016446759160145
3262.0,0.3869325520100614,0.30427564539967944,0.5030448267728158
3260.0,0.383687257812508,0.3013467943636339,0.5036387645945545
3258.0,0.3795281842616115,0.2976326803886786,0.5032863684474987
3256.0,0.37537005851589006,0.293898743318316,0.5032231616238116
3254.0,0.3725751978858121,0.2913762148009421,0.5042394680222847
3252.0,0.3703590618742968,0.28931969751463626,0.5056684517100676
3250.0,0.36669312394404796,0.2858262108088737,0.506536075503142
3248.0,0.36177488036755684,0.2811394284055007,0.5069740038286352
3246.0,0.3579994676943047,0.2776063250052201,0.5077208534462616
3244.0,0.3560883020329945,0.27595240152141065,0.5083989902523597
3242.0,0.3541444986486006,0.274336415540034,0.5082854791389882
3240.0,0.3509978955727086,0.2715567548614432,0.5078949967424082
3238.0,0.34653707749827173,0.2674968605143502,0.5073659476992256
3236.0,0.3404024744045142,0.2617902589316893,0.5061888064096414
3234.0,0.33413272115132153,0.25589049620491705,0.5050572847139458
3232.0,0.33050166792238006,0.25256739898526,0.5049174576616483
3230.0,0.3287765201844532,0.2512012324424585,0.50500271762227
3228.0,0.3262062292804422,0.2490430199985845,0.5045815167634411
3226.0,0.32231835229981143,0.24550184815323117,0.5042099299167505
3224.0,0.3178119448469416,0.24128105272056613,0.5039880139046836
3222.0,0.31271310634831745,0.23650191946363305,0.5034667427379049
3220.0,0.30711142666863606,0.23128851579407345,0.5025616994282099
3218.0,0.3015997477440119,0.2262747520599891,0.5009556670012306
3216.0,0.2963481384471573,0.2215734514003065,0.49888861993731753
3214.0,0.291166721609517,0.2168441289417215,0.49728890616286686
3212.0,0.28605246631384623,0.21210093748375958,0.4961995909419353
3210.0,0.28069402784303377,0.20711119272829348,0.49515031013088007
3208.0,0.2748725417852393,0.20164682848674634,0.4939967206933227
3206.0,0.2688990768579052,0.19607752308469995,0.49238593816938747
3204.0,0.2629558764693591,0.19061241390155426,0.4903567757133401
3202.0,0.2569766303930127,0.18509584756711403,0.4884927711952677
3200.0,0.25085815698333325,0.1794258577204383,0.48662222018150153
3198.0,0.2445216481654428,0.17355915861214308,0.4843767467019437
3196.0,0.23806258574266534,0.16748780715011652,0.48247238378058277
3194.0,0.23150351506733574,0.16122948025256262,0.48117881629529236
3192.0,0.2246987109911113,0.154731038083822,0.4800486825241659
3190.0,0.21774609515321033,0.1481242232282151,0.4787080521288734
3188.0,0.21094677189444933,0.14174231959837189,0.4766882921959894
3186.0,0.20418456055192036,0.13548393267909964,0.4739200885710282
3184.0,0.1972510071886356,0.12902014672181833,0.4712122279551732
3182.0,0.19023934219076422,0.12242389245115014,0.4688242063465385
3180.0,0.18317530304673324,0.1158141412681537,0.4663462343214399
3178.0,0.17606239314282288,0.109148606086726,0.4639006628797881
3176.0,0.16910077743708682,0.10245569939729433,0.46235624475678627
3174.0,0.1622130342323163,0.09575202028987032,0.46105302099789003
3172.0,0.15509519889244433,0.08897067591054272,0.4586008999099866
3170.0,0.147751329890003,0.08208549306920189,0.455405589607824
3168.0,0.14037090889304338,0.07511327638040907,0.4526418778823853
3166.0,0.13305501930612862,0.06812600058310439,0.4504012103867807
3164.0,0.12574683295240402,0.06115812699483003,0.44801222247055705
3162.0,0.11838029763978708,0.054170721495949314,0.445219290456973
3160.0,0.11089303530166424,0.047024355338525,0.4425724425773364
