wavenumber_cm1,mean_delta,median_delta,hydric_lower_count,hydric_higher_count,269180_minus_269142,242130_minus_247323,242114_minus_269150,242107_minus_247270,242125_minus_247310
3696.0,-0.01595584231539703,-0.02995915090836515,3,2,-0.10405716233605566,-0.10130726709876914,-0.02995915090836515,0.0925280716128376,0.0630162971533672
3694.0,-0.026664058837971814,-0.03132398133209491,3,2,-0.1038497584496868,-0.10674301919840246,-0.03132398133209491,0.05936559644330236,0.04923086834702273
3692.0,-0.038466125376647065,-0.033572775621310724,3,2,-0.10420512183885111,-0.11173593569662787,-0.033572775621310724,0.01703207766120063,0.04015112861235376
3690.0,-0.04925885283467847,-0.03455743289364571,4,1,-0.10435633090991803,-0.11509244888451853,-0.03455743289364571,-0.026417098418479612,0.03412904693316954
3688.0,-0.0556587723813161,-0.05316278439184974,4,1,-0.10158711213198834,-0.11839908769929663,-0.029009338656434847,-0.05316278439184974,0.023864460972989054
3686.0,-0.057376411574456575,-0.06147867519586586,4,1,-0.09614991461571143,-0.12190570294747316,-0.018764327139163484,-0.06147867519586586,0.011416562025931054
3684.0,-0.05810432523311302,-0.06750263143241236,4,1,-0.09142574293239158,-0.12521926194405475,-0.009932129371876597,-0.06750263143241236,0.0035581395151702
3682.0,-0.05983275358193456,-0.0790726660476187,4,1,-0.08890379708704965,-0.1290330094977255,-0.003548442828493037,-0.0790726660476187,0.0013941475512141144
3680.0,-0.06243911015624233,-0.08826192035825442,3,2,-0.08826192035825442,-0.13339807179006696,0.0011220507111881495,-0.09563631262555311,0.003978703281474705
3678.0,-0.06601088406664639,-0.08957983061187108,3,2,-0.08957983061187108,-0.13778230225009114,0.0037421983699794104,-0.11830825013395352,0.011873764292704342
3676.0,-0.06961866150099776,-0.09143726117986994,3,2,-0.09143726117986994,-0.14403061275696338,0.009930788404528768,-0.14349296429548192,0.020936742322797658
3674.0,-0.07043152090525505,-0.08979073444182856,3,2,-0.08979073444182856,-0.1529473534361605,0.02253004464374536,-0.1528188353641166,0.020869274072085046
3672.0,-0.06986051520107497,-0.08629162036478372,3,2,-0.08629162036478372,-0.15946466697268105,0.030713694327183738,-0.15319719018248237,0.018937207187388533
3670.0,-0.07103686146504193,-0.08322648180915815,3,2,-0.08322648180915815,-0.16746331509840573,0.039005509341750594,-0.1600834322168722,0.01658341245747584
3668.0,-0.07145620688492704,-0.07779588568789458,3,2,-0.07779588568789458,-0.17718568389607697,0.05191744168535879,-0.16162824388073901,0.007411337354716552
3666.0,-0.0703202726444189,-0.0711253801585168,3,2,-0.0711253801585168,-0.18293970473916416,0.06025289751570788,-0.15836462810151808,0.0005754522613967417
3664.0,-0.07030538346489434,-0.06593064578544233,4,1,-0.06593064578544233,-0.18799498714974233,0.0648779357999289,-0.16195839936695702,-0.000520820822258905
